site,point_de_prelevement,date,heure,e_coli_npp_100ml,enterocoques_npp_100ml,id_point_prelevement,desc_point_prelevement
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2025-11-24,08:12,305.0,52.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2025-11-24,08:15,121.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2025-11-24,08:20,1376.0,785.0,P18043,Face Les Hélices
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2025-11-27,08:15,374.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2025-11-27,08:46,86.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-01,07:50,355.0,10.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-01,07:55,98.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-01,08:00,218.0,41.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-01,08:10,213.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-01,08:15,670.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-01,08:20,187.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-01,08:25,135.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-01,08:35,121.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-01,08:40,98.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2025-12-01,08:55,241.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2025-12-01,09:00,247.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2025-12-01,09:05,292.0,10.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-04,07:00,1670.0,350.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-04,07:05,1421.0,695.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-04,07:15,41.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-04,07:25,359.0,31.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-04,07:30,10.0,122.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-04,07:35,676.0,171.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-04,07:40,313.0,203.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-04,07:45,161.0,259.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-04,07:50,341.0,189.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18061, anse de l'école de voile (milieu)",2025-12-04,08:00,52.0,10.0,P18061,anse de l'école de voile (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2025-12-04,08:40,1145.0,2603.0,P18048,Face entrée du Kuendu Beach
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2025-12-05,10:00,30.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-06,10:30,414.0,156.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-06,10:45,199.0,85.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-06,10:50,41.0,10.0,P18141,Face la Guinche
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-08,07:39,41.0,10.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-08,07:46,201.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-08,07:48,20.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-08,07:52,63.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-08,07:55,148.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-08,07:59,98.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-08,08:03,110.0,20.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-08,08:06,20.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-08,08:11,148.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2025-12-08,08:30,85.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2025-12-08,08:35,160.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2025-12-08,08:42,187.0,41.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-11,07:21,146.0,20.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-11,07:25,52.0,51.0,P18141,Face la Guinche
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-11,07:26,148.0,20.0,P18050,Face allée centrale Mirage plaza
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-11,07:36,142.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-11,07:39,216.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-11,07:43,158.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-11,07:47,292.0,41.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-11,07:52,391.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-11,07:55,135.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18059, anse des Hobie Cats (milieu)",2025-12-11,08:03,108.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2025-12-11,08:32,282.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-15,07:00,63.0,121.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-15,07:10,393.0,241.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-15,07:15,131.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-15,07:20,185.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-15,07:25,295.0,20.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-15,07:30,134.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-15,07:45,109.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-15,07:50,135.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-15,07:55,41.0,10.0,P18049,Face The Beach House
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2025-12-15,08:15,96.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2025-12-15,08:20,63.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2025-12-15,08:30,119.0,20.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-18,07:10,160.0,110.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-18,07:15,3654.0,3448.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-18,07:25,85.0,63.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-18,07:30,213.0,52.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-18,07:35,52.0,41.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-18,07:40,272.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-18,07:45,199.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-18,07:55,292.0,120.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-18,08:00,223.0,97.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2025-12-18,08:10,201.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2025-12-18,08:30,197.0,613.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-19,08:15,187.0,52.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-19,08:20,860.0,789.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-19,08:25,110.0,10.0,P18141,Face la Guinche
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-22,07:07,110.0,20.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-22,07:11,189.0,10.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-22,07:14,183.0,31.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-22,07:18,146.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-22,07:21,203.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-22,07:25,145.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-22,07:29,160.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-22,07:36,122.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-22,07:37,97.0,20.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18061, anse de l'école de voile (milieu)",2025-12-22,07:44,98.0,31.0,P18061,anse de l'école de voile (milieu)
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2025-12-22,07:59,135.0,20.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2025-12-22,08:03,305.0,238.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2025-12-22,08:10,97.0,10.0,P18043,Face Les Hélices
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2025-12-22,08:38,98.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2025-12-29,07:00,243.0,41.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2025-12-29,07:05,311.0,74.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2025-12-29,07:15,341.0,51.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2025-12-29,07:20,121.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2025-12-29,07:25,122.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2025-12-29,07:30,134.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2025-12-29,07:35,546.0,328.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2025-12-29,07:45,359.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2025-12-29,07:50,301.0,52.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18059, anse des Hobie Cats (milieu)",2025-12-29,08:00,148.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2025-12-29,08:15,187.0,31.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2025-12-29,08:20,241.0,52.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2025-12-29,08:25,187.0,20.0,P18043,Face Les Hélices
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2025-12-29,08:45,135.0,31.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-01-06,07:06,328.0,839.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-01-06,07:10,279.0,512.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-01-06,07:13,226.0,20.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-01-06,07:17,53.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-01-06,07:20,218.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-01-06,07:25,171.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-01-06,07:29,158.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-01-06,07:36,281.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-01-06,07:39,98.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-01-06,08:00,135.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-01-06,08:03,383.0,52.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-01-06,08:11,203.0,10.0,P18043,Face Les Hélices
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2026-01-08,08:15,20.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-01-08,08:39,189.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-01-12,07:00,132.0,10.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-01-12,07:05,169.0,31.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-01-12,07:15,119.0,109.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-01-12,07:20,54.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-01-12,07:25,231.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-01-12,07:30,169.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-01-12,07:35,141.0,298.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-01-12,07:50,63.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-01-12,07:55,85.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-01-12,08:15,61.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-01-12,08:20,52.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-01-12,08:35,20.0,10.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-01-15,07:15,52.0,24.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-01-15,07:20,132.0,173.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-01-15,07:25,120.0,34.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-01-15,07:30,195.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-01-15,07:35,173.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-01-15,07:40,41.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-01-15,07:45,41.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-01-15,07:50,119.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-01-15,07:55,120.0,20.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18061, anse de l'école de voile (milieu)",2026-01-15,08:10,269.0,10.0,P18061,anse de l'école de voile (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-01-15,08:40,41.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-01-19,08:26,816.0,609.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-01-19,08:29,364.0,160.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-01-19,08:36,10.0,10.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-01-22,07:26,364.0,10.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-01-22,07:30,148.0,110.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-01-22,07:33,683.0,384.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-01-22,07:37,708.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-01-22,07:40,183.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-01-22,07:44,211.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-01-22,07:47,189.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-01-22,07:53,602.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-01-22,07:55,450.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18059, anse des Hobie Cats (milieu)",2026-01-22,08:04,109.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DE LA POINTE MAGNIN,"P18059, anse des Hobie Cats (milieu)",2026-01-22,08:04:00,109.0,10.0,P18059,anse des Hobie Cats (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-01-22,08:38,298.0,62.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-01-26,07:45,259.0,336.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-01-26,07:50,145.0,31.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-01-26,07:55,146.0,52.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-01-26,08:00,142.0,52.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-01-26,08:05,31.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-01-26,08:10,10.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-01-26,08:15,73.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-01-26,08:30,135.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-01-26,08:35,146.0,10.0,P18057,Face escalier d'accès
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-01-26,09:25,75.0,109.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-01-29,06:50,388.0,31.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-01-29,06:55,934.0,228.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-01-29,07:00,369.0,355.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-01-29,07:05,231.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-01-29,07:10,195.0,10.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-01-29,07:15,75.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-01-29,07:20,41.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-01-29,07:30,420.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-01-29,07:35,439.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2026-01-29,07:50,84.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2026-01-29,07:50:00,84.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-01-29,08:20,155.0,10.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-01-29,08:30,201.0,10.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-01-29,08:40,164.0,31.0,P18043,Face Les Hélices
PLAGE DE LA BAIE DES CITRONS,"P18049, Face The Beach House",2026-02-02,07:27,414.0,52.0,P18049,Face The Beach House
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-02-02,07:30,833.0,201.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-02-02,07:33,211.0,10.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-02-02,07:37,171.0,10.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-02-02,07:40,171.0,52.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-02-02,07:44,185.0,10.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-02-02,07:48,175.0,10.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-02-02,07:54,295.0,10.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-02-02,07:56,98.0,10.0,P18057,Face escalier d'accès
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-02-02,08:19,1153.0,813.0,P18031,Face douche Lions Club
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18031, face douche du Lions Club",2026-02-02,08:19:00,1153.0,813.0,P18031,face douche du Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-02-02,08:24,110.0,10.0,P18032,Face bout de piste aérodrome
